ཨང།,ཆོས་མཚན།,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།,པེ་ཅིན་བསྡོམས།,Peking pgs.,548,Peking vol.,1,,པོད་དང་པོའི་བསྡོམས།,གཉིས་པ་དང་གསུམ་པའི་བསྡོམས།,སྡེ་དགེའི་ཤོག་གྲངས།,Derge pgs.,26819,Derge vol.,45,,,,,,,,,,
152,རྡོ་རྗེ་ཐེག་པའི་སྦོམ་པོའི་ལྟུང་བ།,1-56,རྒྱུད། ཟི27,སློབ་དཔོན་ཀླུ་སྒྲུབ།,692-693,ཚི221བ-221,ཟི180ན-180བ,,,,,,,,0,,ཟི,180,a,180,b,,,,,,,,,,
153,རྩ་བའི་ལྟུང་བའི་རྒྱ་ཆེར་འགྲེལ་པ།,17-170,རྒྱུད། ཟི27,ཇོ་བོ་རྗེ།,739-753,ཚི238བ-245ན,ཟི192བ-197བ,,,,,,,,11,,ཟི,192,b,197,b,,,,,,,,,,
154,སྐུ་དང་གསུང་དང་ཐུགས་རབ་ཏུ་གནས་པ་ཞེས་བྱ་བ།,17-38,རྒྱུད། ཟི།27,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,918-930,ཚི316ན-322ན,ཟི254བ-260ན,,,,,,,,14,,ཟི,254,b,260,a,,,,,,,,,,
4,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,,རྒྱུད། རི། 28,དྷརྨ་ཀཱིརྟི།,1230-1231,ཞི246ན-246བ,རི215བ-216ན,,,,,,,,4,,རི,215,b,216,a,,,,,,,,,,
5,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,,རྒྱུད། ཇུ 34,དྷརྨ་ཀཱིརྟི།,1301-1349,གུ226བ-252ན,ཇུ207བ-228ན,,,,,,,,44,,ཇུ,207,b,228,a,,,,,,,,,,
155,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོའི་སྒྲུབ་ཐབས།,1-57,རྒྱུད། ཇུ34,ཀླུ་སྒྲུབ་སྙིང་པོ།,1397-1402,གུ259ན-261ན,ཇུ243བ-245བ,,,,,,,,5,,ཇུ,243,b,245,b,,,,,,,,,,
156,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,17-39,རྒྱུད། ཇུ34,ཇོ་བོ་རྗེ།,1589-1593,གུ337ན-338བ,ཇུ306བ-308ན,,,,,,,,6,,ཇུ,306,b,308,a,,,,,,,,,,
157,མི་འཁྲུགས་པའི་སྒྲུབ་ཐབས་བསྡུས་པ།,,རྒྱུད། ཇུ34,མར་མེ་མཛད་ཡེ་ཤེས།,1594-1596,གུ338བ-339ན,ཇུ308ན-308ན,,,,,,,,1,,ཇུ,308,a,308,a,,,,,,,,,,
158,ལས་ཀྱི་སྒྲིབ་པ་ཐམས་ཅད་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,17-40,རྒྱུད། ཇུ34,དཔལ་མར་མེ་མཛད།,1597-1600,གུ339ན-340བ,ཇུ308བ-309བ,,,,,,,,3,,ཇུ,308,b,309,b,,,,,,,,,,
159,སྦྱིན་སྲེག་གི་ཆོ་ག,17-102,རྒྱུད། ཇུ34,ཇོ་བོ་རྗེ།,1612-1614,གུ342ན-343བ,ཇུ311ན-311བ,,,,,,,,0,,ཇུ,311,a,311,b,,,,,,,,,,
160,འཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་ཆོ་ག་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་འགྲེལ་པ།,1-58,རྒྱུད། ཐུ།36,སློབ་དཔོན་ཀླུ་སྒྲུབ།,363-378,ཆུ146བ-153བ,ཐུ131བ-137བ,,,,,,,,13,,ཐུ,131,b,137,b,,,,,,,,,,
161,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།,7-15,རྒྱུད། ཐུ།36,མཁན་ཆེན་ཞི་བ་འཚོ།,431-444,ཆུ158བ-164བ,ཐུ156བ-161བ,,,,,,,,11,,ཐུ,156,b,161,b,,,,,,,,,,
162,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ།,10-2,རྒྱུད། ནུ།37,སློབ་དཔོན་དབྱིག་གཉེན།,3-7,ཉུ1བ-3བ,ནུ1བ-2བ,,,,,,,,3,,ནུ,1,b,2,b,,,,,,,,,,
163,འཇམ་དཔལ་རྡོ་རྗེ་བློ་གྲོས་འཕེལ་བ་ཞེས་བྱ་བ།,1-59,རྒྱུད། ནུ།37,སློབ་དཔོན་ཀླུ་སྒྲུབ།,271-274,ཉུ84ན-85ན,ནུ69ན-70ན,,,,,,,,3,,ནུ,69,a,70,a,,,,,,,,,,
164,བཅོམ་ལྡན་འདས་འཇམ་པའི་དབྱངས་ཀྱི་དཔྱད།,2-16,རྒྱུད། ནུ།37,འཕགས་པ་ལྷ།,275-284,ཉུ85ན-88བ,འདི་མེད།,,8,ཉུ,85,a,88,b,,,དི་མེད།,,,,,,,,,,,,,,
165,འཇམ་པའི་དབྱངས་དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས།,17-41,རྒྱུད། ནུ།37,མར་མེ་མཛད་ཡེ་ཤེས།,286-291,ཉུ88བ8-90བ8,ནུ70ན3-72ན2,,,,,,,,5,,ནུ,70,a,72,a,,,,,,,,,,
166,འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།,11-5,རྒྱུད། ནུ།37,ཕྱོགས་ཀྱི་གླང་པོ།,327-330,ཉུ96བ2-97ན7,ནུ79ན3-79བ7,,,,,,,,0,,ནུ,79,a,79,b,,,,,,,,,,
167,ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་བྱིན་རླབས་ཅན་ཞེས་བྱ་བ།,5-7,རྒྱུད། ནུ།37,ཟླ་བ་གྲགས་པ།,446-451,ཉུ125བ-127ན,ནུ111ན-112བ,,,,,,,,2,,ནུ,111,a,112,b,,,,,,,,,,
168,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཕྱག་སྟོང་པའི་སྒྲུབ་ཐབས།,1-60,རྒྱུད། ནུ།37,སློབ་དཔོན་ཀླུ་སྒྲུབ།,464-484,ཉུ128བ-138ན,ནུ114བ-122བ,,,,,,,,17,,ནུ,114,b,122,b,,,,,,,,,,
169,འཕགས་པ་འཇིག་རྟེན་དབང་ཕྱུག་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།,1-61,རྒྱུད། ནུ།37,སློབ་དཔོན་ཀླུ་སྒྲུབ།,489-493,ཉུ138ན-139བ,ནུ122བ-123བ,,,,,,,,3,,ནུ,122,b,123,b,,,,,,,,,,
170,འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས།,1-63,རྒྱུད། ནུ།37,སློབ་དཔོན་ཀླུ་སྒྲུབ།,697-699,ཉུ222བ-223བ,ནུ191བ-192ན,,,,,,,,4,,ནུ,191,b,192,a,,,,,,,,,,
171,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ཁརྶ་པཱ་ཎིའི་སྒྲུབ་ཐབས།,17-42,རྒྱུད། ནུ།37,ཇོ་བོ་རྗེ་དང།,707-710,ཉུ225བ-227ན,ནུ194ན-195ན,,,,,,,,3,,ནུ,194,a,195,a,,,,,,,,,,
172,གོས་སྔོན་པོ་ཅན་གྱི་དངོས་གྲུབ་ཉེ་བ་ཞེས་བྱ་བ།,1-64,རྒྱུད། ནུ།37,སློབ་དཔོན་ཀླུ་སྒྲུབ།,771-773,ཉུ245བ-246ན,ནུ207ན-207བ,,,,,,,,0,,ནུ,207,a,207,b,,,,,,,,,,
173,གནོད་པ་སེལ་བའི་བདུད་རྩི།,1-65,རྒྱུད། ནུ།37,འཕགས་པ་ཀླུ་སྒྲུབ།,775-776,ཉུ246ན-246བ,207བ-208ན,,,,,,,,4,,ནུ,207,b,208,a,,,,,,,,,,
174,རྡོ་རྗེ་བྱབ་པའི་ལས་ཚོགས།,1-66,རྒྱུད། ནུ།37,རྗེ་བཙུན་ཀླུ་སྒྲུབ།,778-779,ཉུ246བ-247ན,ནུ208ན-208བ,,,,,,,,0,,ནུ,208,a,208,b,,,,,,,,,,
175,ཡན་ལག་བདུན་པའི་སྒྲུབ་ཐབས།,1-67,རྒྱུད། ནུ།37,འཕགས་པ་ཀླུ་སྒྲུབ།,780-782,ཉུ247ན-247བ,ནུ208ན-208བ,,,,,,,,0,,ནུ,208,a,208,b,,,,,,,,,,
176,ཕྱག་ན་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,,རྒྱུད། ནུ།37,འཕགས་པ་ཀླུ་སྒྲུབ་དང།,887-899,ཉུ283ན-288བ,ནུ235བ-240ན,,,,,,,,12,,ནུ,235,b,240,a,,,,,,,,,,
177,དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་བསྟོད་པ།,17-43,རྒྱུད། ནུ།37,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,901-904,ཉུ289ན-290བ,ནུ240ན-241ན,,,,,,,,3,,ནུ,240,a,241,a,,,,,,,,,,
178,རྣམ་འཇོམས་ཀྱི་སྒྲུབ་ཐབས་བརྒྱ་རྩ་བརྒྱད་གྲགས་པ།,17-44,རྒྱུད། པུ།38,ཇོ་བོ་རྗེ།,50-,ཏུ17ན-24བ5,པུ16ན6-23བ4,,,,,,,,14,,པུ,16,a,23,b,,,,,,,,,,
179,ཁྲོ་བོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།,,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,71-72,ཏུ25བ-26བ,པུ24བ-25ན,,,,,,,,4,,པུ,24,b,25,a,,,,,,,,,,
180,ལྷ་མོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།,17-104,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,73-74,ཏུ26བ-27བ,པུ25བ-26བ,,,,,,,,3,,པུ,25,b,26,b,,,,,,,,,,
181,དཔའ་བོ་གཅིག་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་བདུད་རྩི་བུམ་པའི་ཆོ་ག,17-105,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,77-77,ཏུ27བ-28ན,པུ26བ-27ན,,,,,,,,4,,པུ,26,b,27,a,,,,,,,,,,
182,ཡབ་ཡུམ་གཉིས་པའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་བདེ་སྦྱིན་དམ་པ་ཞེས་བྱ་བ།,17-106,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,77-77,ཏུ28ན-29ན,པུ27ན-27,,,,,,,,0,,པུ,27,a,27,,,,,,,,,,,
183,བདུད་རྩི་ཐབ་སྦྱོར་ཞེས་བྱ་བ་ཁྲོ་བོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཟབ་མོ།,17-107,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,78-81,ཏུ29ན-30བ,པུ27བ-29ན,,,,,,,,6,,པུ,27,b,29,a,,,,,,,,,,
184,སྒོ་མ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་རིན་པོ་ཆེ་དྲི་མ་མེད་པ་ཞེས་བྱ་བ།,17-108,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,82-82,ཏུ30བ-31བ,པུ29ན-29བ,,,,,,,,0,,པུ,29,a,29,b,,,,,,,,,,
185,རྒྱལ་པོ་བཞིའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ།,17-109,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,82-84,ཏུ31བ-32ན,པུ29བ-30བ,,,,,,,,3,,པུ,29,b,30,b,,,,,,,,,,
186,ཕྱོགས་སྐྱོང་བ་བཅུའི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག,17-110,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,85-88,ཏུ32ན-34ན,པུ30བ-32བ,,,,,,,,5,,པུ,30,b,32,b,,,,,,,,,,
187,གཟའ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བའི་ཆོ་ག་ཉི་མ་བཅུད་ལེན།,17-111,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,89-91,ཏུ34ན-35བ,པུ32ན-33ན,,,,,,,,3,,པུ,32,a,33,a,,,,,,,,,,
188,རྒྱུ་སྐར་ཉི་ཤུ་རྩ་བརྒྱད་ཀྱི་དབང་བསྐུར་བའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་གོ་ཆ་ཞེས་བྱ་བ།,17-112,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,92-94,ཏུ35བ-37ན,པུ33ན-34བ,,,,,,,,2,,པུ,33,a,34,b,,,,,,,,,,
189,ལྷ་ཆེན་པོ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་ལེགས་པའི་ལམ་སྟོན་པར་བྱེད་པ་ཞེས་བྱ་བ།,17-113,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,95-97,ཏུ37ན-38བ,པུ34བ-34བ,,,,,,,,1,,པུ,34,b,34,b,,,,,,,,,,
190,ཀླུ་བརྒྱད་ཀྱི་དཀྱིལ་འཁོར་དུ་དབང་བསྐུར་བ་དུག་ལས་རྒྱལ་བ་ཞེས་བྱ་བ།,17-114,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,98-99,ཏུ38བ-39བ,པུ35བ-36བ,,,,,,,,3,,པུ,35,b,36,b,,,,,,,,,,
191,འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ཁྲུས་ཀྱི་ཆོ་ག,17-115,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,100-109,ཏུ39བ-43བ,པུ36བ-40བ,,,,,,,,9,,པུ,36,b,40,b,,,,,,,,,,
192,འཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་རབ་ཏུ་གནས་པའི་ཆོ་ག,17-116,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,110-112,ཏུ43བ-45ན,པུ40བ-42ན,,,,,,,,6,,པུ,40,b,42,a,,,,,,,,,,
193,བསྒྲུབ་བྱ་གཟའི་བྱད་དུ་གཞུག་པའི་འཁོར་ལོ་ཅན།,17-117,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,125-125,ཏུ50བ-51ན,པུ46བ-47ན,,,,,,,,4,,པུ,46,b,47,a,,,,,,,,,,
194,ཐེ་ཚོམ་མེད་པར་འགྲུབ་པ་ལས་བསྒྲུབ་བྱ་ཐོག་གིས་བསད་པའི་ཆོ་ག་དྲག་ཤུལ་ཞེས་བྱ་བ།,17-118,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,126-126,ཏུ51ན-51བ,པུ47ན-47བ,,,,,,,,0,,པུ,47,a,47,b,,,,,,,,,,
195,བསྒྲུབ་བྱ་སྐྲག་པའི་ལས་ཆུ་ཐིགས་ཞེས་བྱ་བ།,17-119,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,127-128,ཏུ51བ-52ན,པུ47བ-48ན,,,,,,,,4,,པུ,47,b,48,a,,,,,,,,,,
196,འགལ་བ་སྐྲག་པར་བྱེད་པའི་ལས་སྣ་ཚོགས་པའི་ཆོ་ག་མགལ་བ་མེའི་འཁོར་ལོ་ཞེས་བྱ་བ།,17-120,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,129-129,ཏུ52ན-53ན,པུ48ན-48བ,,,,,,,,0,,པུ,48,a,48,b,,,,,,,,,,
197,ཀླུའི་ལས་ཆར་དབབ་པ་བདུད་རྩིའི་རྒྱུན་ཞེས་བྱ་བ།,17-121,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,156-156,ཏུ64བ-65ན,པུ58བ-59ན,,,,,,,,4,,པུ,58,b,59,a,,,,,,,,,,
198,ཀླུ་རྣམས་མཉེས་པར་བྱེད་པའི་ཆུ་ལ་བརྟེན་པའི་གཏོར་མ་བདུད་རྩིའི་རྒྱ་མཚོ་ཞེས་བྱ་བ།,17-122,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,156-158,ཏུ65ན-66ན,པུ59ན-59བ,,,,,,,,0,,པུ,59,a,59,b,,,,,,,,,,
199,སེམས་ཅན་བསྲུང་བའི་ལས་སྤྲིན་དྲལ་བའི་འབྱུང་བ་གཅོད་བྱེད་ཅེས་བྱ་བ།,17-123,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,159-159,ཏུ66ན-66ན,པུ60ན-60ན,,,,,,,,1,,པུ,60,a,60,a,,,,,,,,,,
200,བསྒྲུབ་བྱ་ཀླུ་རྣམས་ཀྱི་བྱད་དུ་གཞུག་པའི་ཆོ་ག་སྲོག་གཅོད་ཀྱི་སྤུ་གྲི་ཞེས་བྱ་བ།,17-124,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,167-168,ཏུ70ན-70བ,པུ63ན-63བ,,,,,,,,0,,པུ,63,a,63,b,,,,,,,,,,
201,ཤི་བའི་སེམས་ཅན་སྡིག་པ་ལས་ཐར་བར་བྱེད་པའི་རོ་སྲེག་པའི་ཆོ་ག་དུག་སྦྱངས་གསལ་བའི་མེ་ལོང་ཞེས་བྱ་བ།,17-125,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,178-180,ཏུ74བ2-76ན3,པུ67ན4-68བ2,,,,,,,,2,,པུ,67,a,68,b,,,,,,,,,,
202,མཆོད་རྟེན་གདབ་པ་ཤི་བའི་སྡིག་པ་བྱང་བར་བྱེད་པ་རང་བྱུང་འཇིགས་བྲལ་ཞེས་བྱ་བ།,17-126,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,181-182,ཏུ76ན-76བ,པུ68བ-68བ,,,,,,,,1,,པུ,68,b,68,b,,,,,,,,,,
203,འཇིག་རྟེན་གྱི་ལྷ་མཉེས་པར་བྱེད་པ་དོན་གྲུབ་ཞེས་བྱ་བ།,17-127,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,187-188,ཏུ78བ-79བ,པུ70བ-71བ,,,,,,,,3,,པུ,70,b,71,b,,,,,,,,,,
204,ཚོགས་བདག་གི་སྒྲུབ་པ་དབུལ་བའི་གཏེར་སྦྱིན་ཞེས་བྱ་བ།,17-128,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,195-195,ཏུ82ན-82བ,པུ74ན-74ན,,,,,,,,1,,པུ,74,a,74,a,,,,,,,,,,
205,གཟའ་ངན་པ་བཟློག་པའི་ཆོ་ག་རྒྱ་མཚོ་སྤྲིན་ཞེས་བྱ་བ།,17-129,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,197-199,ཏུ83ན-84ན,པུ74བ-76ན,,,,,,,,6,,པུ,74,b,76,a,,,,,,,,,,
206,གཟའི་གདོན་ལས་གྲོལ་བར་བྱེད་པའི་ཆོ་ག་རིན་པོ་ཆེ་གྲོལ་བྱེད་ཅེས་བྱ་བ།,17-130,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,200-200,ཏུ84ན-85ན,པུ76ན-76བ,,,,,,,,0,,པུ,76,a,76,b,,,,,,,,,,
207,གཟའ་བརྒྱད་ཀྱི་ལས་མ་གྲུབ་པ་རྣམས་གྲུབ་པར་བྱེད་པའི་ཆོ་ག་འདོད་པ་རབ་ཏུ་ཞི་བ་ཞེས་བྱ་བ།,17-131,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,201-201,ཏུ85ན-85བ,པུ76བ-77ན,,,,,,,,4,,པུ,76,b,77,a,,,,,,,,,,
208,རྒྱུ་སྐར་ངན་པ་ཟློག་པར་བྱེད་པའི་ཆོ་ག,17-132,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,202-209,ཏུ85བ-87བ,པུ77ན-80ན,,,,,,,,7,,པུ,77,a,80,a,,,,,,,,,,
209,རྒྱུ་སྐར་རྣམས་ཀྱི་ལས་སྣ་ཚོགས་པ་སྒྲུབ་པར་བྱེད་པ་དུས་འཛིན་བཟང་པོ་ཞེས་བྱ་བ།,17-133,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,210-211,ཏུ87བ-88བ,པུ80ན-80བ,,,,,,,,0,,པུ,80,a,80,b,,,,,,,,,,
210,ཀླུ་ཆེན་པོ་བརྒྱད་མཆོད་པས་མི་བཟད་པའི་ནད་ཡམས་དྲག་པོ་ལས་ཐར་བར་བྱེད་པ།,17-134,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,213-215,ཏུ89བ-90བ,པུ81བ-82བ,,,,,,,,3,,པུ,81,b,82,b,,,,,,,,,,
211,ཀླུ་སྒྲུབ་རིན་པོ་ཆེ་དབྱིག་སྒྲུབ་ཅེས་བྱ་བ།,17-135,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,216-216,ཏུ90བ-91ན,82བ-83ན,,,,,,,,4,,པུ,82,b,83,a,,,,,,,,,,
212,ཀླུའི་གདོན་ལས་གྲོལ་བར་བྱེད་པ་སྦྲུལ་འཛིན་བསང་བ་ཞེས་བྱ་བ།,17-136,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,217-220,ཏུ91ན-93ན,པུ83ན-84བ,,,,,,,,2,,པུ,83,a,84,b,,,,,,,,,,
213,ཀླུའི་གདོན་ལས་ཐར་བར་བྱེད་པའི་ལས་ཀླུའི་སྲོག་མེ་དབལ་གྱི་འཁོར་ལོ་ཞེས་བྱ་བ་ཀླུའི་རྣམ་པར་འཇོམས་པའི་སྙིང་གཟེར་དུ་བཀོད་པ།,17-137,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད།,221-223,ཏུ93ན-94བ,པུ84བ-85བ,,,,,,,,3,,པུ,84,b,85,b,,,,,,,,,,
214,སྒྲ་ལ་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ།,17-138,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,230-234,ཏུ97ན-100ན,པུ88ན-90ན,,,,,,,,5,,པུ,88,a,90,a,,,,,,,,,,
215,སྒྲ་ལ་མི་གནས་པའི་བསམ་གཏན་ཞེས་བྱ་བ་རྣལ་འབྱོར་པའི་འཁོར་རྐྱེན་དྲུངས་ནས་འདོན་པ།,17-139,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,235-249,ཏུ100ན-103ན,པུ90ན-92ན,,,,,,,,5,,པུ,90,a,92,a,,,,,,,,,,
216,སྒྲ་མཐར་གྱིས་རྣལ་འབྱོར་པའི་ལུས་སེམས་ཀྱི་འབྲེལ་བ་གཅད་པ།,17-140,རྒྱུད། པུ།38,དཔལ་མར་མེ་མཛད་བཟང་པོ།,240-245,ཏུ103ན-106ན,པུ92ན-94ན,,,,,,,,5,,པུ,92,a,94,a,,,,,,,,,,
217,གཤིན་རྗེ་གཤེད་པོ་སྒྲུབ་པའི་ཐབས།,,རྒྱུད། པུ།38,སློབ་དཔོན་དཱི་པཾ་ཀ་ར་དང།,298-300,ཏུ120ན-121བ,པུ105ན-105བ,,,,,,,,0,,པུ,105,a,105,b,,,,,,,,,,
218,རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས།,1-68,རྒྱུད། པུ38,སློབ་དཔོན་ནཱ་གཱརྫུ་ན།,302-307,ཏུ121ན-123ན,པུ105བ-107བ,,,,,,,,5,,པུ,105,b,107,b,,,,,,,,,,
219,འཕགས་པ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,17-45,རྒྱུད། པུ།38,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,318-325,ཏུ125བ-129ན,པུ109བ-112བ,,,,,,,,7,,པུ,109,b,112,b,,,,,,,,,,
220,དཔལ་རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས།,17-46,རྒྱུད། པུ།38,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,327-329,ཏུ129ན-130ན,པུ112བ-113ན,,,,,,,,4,,པུ,112,b,113,a,,,,,,,,,,
221,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ།,17-47,རྒྱུད། པུ།38,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,341-343,ཏུ133བ-134བ,པུ116ན-116བ,,,,,,,,0,,པུ,116,a,116,b,,,,,,,,,,
222,ཁྲོ་བོའི་རྒྱལ་པོ་འཕགས་པ་མི་གཡོ་བ་ལ་བསྟོད་པ།,17-144,རྒྱུད། པུ།38,མར་མེ་མཛད་ཡེ་ཤེས།,344-347,ཏུ134བ1-135བ5,པུ116བ6-117བ7,,,,,,,,3,,པུ,116,b,117,b,,,,,,,,,,
223,དགེ་བའི་འདོད་འཇོ།,1-156,རྒྱུད། པུ།38,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,393-414,ཏུ151བ-162ན,པུ131བ-140ན,,,,,,,,20,,པུ,131,b,140,a,,,,,,,,,,
224,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,7-13,རྒྱུད། པུ།38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,417-449,འདི་མེད།,པུ140ན-153ན,,,,,,,,27,,པུ,140,a,153,a,,,,,,,,,,
225,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ།,7-14,རྒྱུད། པུ།38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,451-488,ཏུ161ན-181ན,པུ153ན168ན,,,,,,,,31,,པུ,153,a,168,a,,,,,,,,,,
